Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -rpkm -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM
NM_029219	chr4	129058271	129084526	+	2521.0	1	Rnf19b|4930534K13Rik|4930555L03Rik|Ibrdc3|RP23-284L6.1|4|4 D2.3|protein-coding	42.016	31.390	46.394	41.500	22.750	38.458	44.911	31.151	30.136	35.790	33.670
NM_016884	chr14	52073380	52104028	-	2833.0	1	Hnrnpc|AL022939|D14Wsu171e|Hnrpc|Hnrpc1|Hnrpc2|hnRNPC1|hnRNPC2|hnrnp-C|-|14 C2|14 26.79 cM|protein-coding	32.643	53.684	33.163	49.553	58.037	36.824	36.390	36.507	57.648	61.301	40.164
NR_030758	chrX	74023849	74023936	-	87.0	1	Mir718|Mirn718|mir-718|mmu-mir-718|-|X|X|ncRNA	0.000	0.000	0.000	0.000	0.000	8.876	0.000	0.000	0.000	0.516	0.000
NM_016985	chrX	71364760	71419196	+	4617.0	1	Mtmr1|AW049210|RP23-125F4.1|X A7.2|X|protein-coding	16.295	26.067	17.992	25.815	18.507	19.630	18.468	16.418	22.699	25.411	18.266
NM_054078	chr10	128092783	128129303	+	8337.0	1	Baz2a|AA415431|C030005G16Rik|C78388|Tip5|Walp3|mKIAA0314|-|10 D3|10|protein-coding	30.631	25.109	28.366	26.035	27.237	22.972	26.408	29.704	23.853	22.140	29.070
NM_011452	chr13	33027414	33040558	+	1920.0	1	Serpinb9b|1600019A21Rik|R86|SPI-CI|Spi10|ovalbumin|RP23-391I11.4|13 A3.3|13 13.79 cM|protein-coding	0.490	11.012	0.103	4.384	0.225	0.366	0.119	0.474	2.769	2.106	0.462
NR_038183	chr4	5632328	5642284	+	1200.0	1	4930423M02Rik|-|RP23-401E12.2|4|4|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_045733	chr6	120554796	120574204	+	664.0	1	1700072O05Rik|-|-|6 F1|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_181990	chr8	104293542	104310145	-	1124.0	1	Cmtm1|CHLFH1a|CKLFH|CKLFH1|Cklfsf1|-|8 D3|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_010019	chr9	66158226	66272242	+	1755.0	1	Dapk2|-|-|9 C|9 35.75 cM|protein-coding	27.034	26.726	6.198	17.991	0.074	7.720	8.680	34.437	44.285	28.752	0.770
NM_028658	chr17	88530124	88588367	+	3111.0	1	Ppp1r21|1110018J12Rik|AI426045|AW550781|Ccdc128|Klraq1|-|17 E4|17|protein-coding	12.650	12.361	10.130	10.682	10.667	11.441	11.372	11.288	14.655	14.299	8.733
NM_026758	chr8	117791645	117801929	-	1047.0	1	Mphosph6|1110001M01Rik|AA536809|C86426|-|8 E1|8|protein-coding	5.699	11.219	5.415	9.747	4.534	8.046	7.529	6.289	10.747	11.587	5.165
NM_001033600	chrX	142317993	142390535	-	4969.0	1	Acsl4|9430020A05Rik|ACS4|AU018108|Facl4|Lacs4|RP23-161L11.10-004|X F2|X|protein-coding	20.593	22.603	14.462	18.124	8.728	13.450	13.290	22.678	25.277	23.999	10.212
NM_001033770	chr13	50643228	50645838	+	643.0	1	Gm904|Gm1135|-|13 A5|13|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001167538	chr7	20193710	20194633	+	922.0	2	Vmn1r95|Gm17331|-|7 A2-A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028589	chr11	85171096	85181154	+	967.0	1	1700125H20Rik|-|RP23-286B12.2|11|11 B5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.093	0.000
NM_017475	chr4	123917433	123936997	+	2597.0	1	Rragc|AU041672|Gtr2|RAGC|TIB929|YGR163W|RP23-29H22.4|4|4 D|protein-coding	24.438	29.916	20.309	27.288	23.197	19.680	23.008	26.385	30.913	31.749	19.230
NM_001163609	chr18	14706151	14762299	+	1684.0	1	Psma8|2410072D24Rik|-|18|18|protein-coding	0.000	0.000	0.000	0.078	0.051	0.000	0.000	0.000	0.115	0.080	0.000
NM_026841	chrX	45090904	45092790	+	1105.0	1	Prr32|1110059M19Rik|RP23-319D17.1|X A4|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_026900	chr7	5051532	5053723	+	1098.0	1	Zfp580|1500015O20Rik|AI838225|Znf580|-|7 A1|7|protein-coding	2.308	4.692	0.841	3.297	5.463	2.749	1.353	1.170	3.463	3.438	2.578
NM_145443	chr12	69690436	69724874	-	3326.0	1	L2hgdh|BC016226|-|12 C2|12|protein-coding	0.922	0.372	0.733	0.446	1.985	1.836	1.145	0.467	0.607	0.743	1.461
NR_045297	chr1	12667563	12673090	+	3197.0	1	Gm17644|4932411L15|RP24-331K22.3|1 A3|1|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146742	chr2	112129871	112130815	-	943.0	1	Olfr1316|MOR245-1|MOR245-26|RP23-336F11.24-001|2 E3|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_019431	chr11	107734780	107794464	-	979.0	1	Cacng4|AI413107|AW491861|RP23-338K8.5|11 E1|11|protein-coding	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000
NM_172412	chr5	138273660	138279937	-	2501.0	1	Gpc2|2410016G05Rik|-|5 G2|5|protein-coding	0.294	0.330	0.527	0.384	1.018	1.151	1.203	0.385	0.140	0.269	0.710
NM_177226	chr7	127607035	127614433	-	6111.0	1	Zfp629|9330199A09Rik|Znf629|-|7 F3|7|protein-coding	0.201	0.094	0.032	0.121	0.544	0.080	0.168	0.131	0.171	0.110	0.733
NM_001164201	chr7	66743504	66823692	+	3238.0	1	Cers3|4930550L11Rik|Gm488|Lass3|T3L|-|7 C|7|protein-coding	0.025	0.000	0.000	0.000	0.040	0.000	0.012	0.000	0.012	0.056	0.013
NM_013610	chr13	49187547	49196251	+	1126.0	1	Ninj1|AU024536|-|13 A5|13|protein-coding	9.182	3.697	6.909	3.951	8.010	8.604	5.547	5.420	3.480	2.714	7.017
NM_001004141	chr4	96294509	96348680	-	1923.0	1	Cyp2j11|AI314783|Cyp2j11-ps|-|4 C5|4|protein-coding	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_199027	chr2	164891892	164911750	-	4540.0	1	Zfp335|1810045J01Rik|NIF-1|Nif1|Znf335|-|2 H3|2|protein-coding	26.392	18.084	24.861	21.344	20.826	19.376	21.600	25.764	16.914	17.597	24.830
NM_010569	chr4	48279760	48431953	+	5655.0	1	Invs|Nphp2|inv|RP24-558L14.1|4 B|4 26.11 cM|protein-coding	4.148	3.353	5.538	4.010	5.708	5.115	6.182	4.478	3.705	4.036	5.648
NM_001037539	chr6	99711299	99726392	-	1445.0	1	Prok2|Bv8|PK2|Prok1|-|6 D3|6 46.29 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_053207	chr8	124908587	124949254	-	3517.0	1	Egln1|AI503754|C1orf12|HIF-PH2|HPH-2|Hif-p4h-2|ORF13|Phd2|SM-20|-|8 E2|8|protein-coding	35.346	25.266	31.381	26.585	26.970	33.735	31.543	38.783	27.063	24.709	25.324
NM_153106	chr4	140727355	140742643	-	2315.0	1	Padi6|Pad6|Padi5|ePAD|RP23-275J10.3|4 E1|4 72.26 cM|protein-coding	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000
NM_001164564	chr2	26586630	26592682	+	1153.0	1	Egfl7|VE-statin|Zneu1|RP23-70A22.2|2|2 B|protein-coding	0.106	0.286	0.572	0.454	0.337	0.061	0.132	0.000	0.471	0.896	0.000
NM_028752	chr5	122210287	122242297	+	2643.0	1	Hvcn1|0610039P13Rik|AI450555|BTS|HV1|Vsop.|mVSOP|-|5 F|5|protein-coding	37.077	21.021	53.881	37.637	68.675	56.657	55.360	41.602	30.698	46.344	56.303
NR_027851	chr5	25100975	25103007	+	2032.0	1	2900005J15Rik|-|-|5 A3|5|ncRNA	0.020	0.020	0.065	0.107	0.510	0.035	0.356	0.184	0.019	0.000	0.437
NM_146915	chr7	6460511	6461455	+	943.0	1	Olfr1336|MOR103-7|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_025716	chr10	128209910	128211794	-	1564.0	1	Spryd4|4633402N23Rik|AA114801|-|10 D3|10|protein-coding	6.794	4.190	6.407	3.039	8.416	8.439	5.893	3.183	3.498	4.597	4.566
NM_001081131	chr2	5898060	5942792	-	3516.0	1	Dhtkd1|C330018I04Rik|RP23-307E15.5|2 A1|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001164606	chr16	17139064	17144209	-	3882.0	1	Ccdc116|4930432J16Rik|-|16|16 B1|protein-coding	0.232	0.096	0.323	0.550	0.267	0.072	0.579	0.441	0.350	0.475	0.337
NM_001037279	chr2	84669221	84670708	-	648.0	1	2700094K13Rik|Selh|-|2 D|2|protein-coding	60.289	134.779	60.232	124.506	66.063	71.287	60.475	41.884	132.572	138.613	53.206
NR_040285	chrX	102252651	102257689	+	1755.0	1	Gm14858|OTTMUSG00000018301|-|X D|X|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001039546	chr9	80165034	80311729	+	7833.0	1	Myo6|BC029719|Tlc|sv|-|9 E1|9 43.98 cM|protein-coding	0.271	0.263	0.261	0.256	0.562	0.341	0.272	0.041	0.287	0.304	0.518
NR_040658	chr10	84547417	84553338	-	1330.0	1	C330046G13Rik|-|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001163026	chr9	104151597	104262930	-	7639.0	1	Dnajc13|D030002L11Rik|Gm1124|RME-8|Rme8|mKIAA0678|-|9 F1|9|protein-coding	10.565	11.109	12.696	11.075	12.479	14.318	13.426	11.703	10.545	11.417	13.180
NM_001270667	chrX	3076920	3078823	+	1901.0	1	Gm21950|Mgclh|-|X|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_023663	chr16	97741942	97763755	-	3540.0	1	Ripk4|2310069J12Rik|AI552420|ANKK2|Ankrd3|DIk|PKK|RIP4|-|16 C4|16|protein-coding	0.012	0.000	0.037	0.074	0.122	0.000	0.000	0.000	0.033	0.114	0.000
NM_053127	chr18	37294840	37297614	+	2772.0	1	Pcdhb2|PcdhbB|-|18 B3|18|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_033726	chr8	104867424	104874082	+	1951.0	1	Ces2d-ps|ENSMUSG00000031884|Gm9756|-|8 D3|8|pseudo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081387	chr2	173093609	173119525	-	3204.0	1	Ctcfl|Boris|OTTMUSG00000016680|RP23-44L6.1|2 H3|2|protein-coding	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.013
NM_144920	chr6	140424099	140594906	+	5100.0	1	Plekha5|2810431N21Rik|AI428202|AK129423|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor|-|6 G2|6|protein-coding	8.237	6.126	10.587	8.201	7.192	7.543	10.208	8.691	7.692	7.877	8.682
NM_027154	chr1	74288247	74304336	-	2295.0	1	Tmbim1|2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161|-|1 C3|1|protein-coding	6.731	4.813	6.148	4.751	0.790	7.372	6.273	4.828	3.500	4.288	0.552
NR_040576	chr16	71249904	71267176	+	706.0	1	4930567J20Rik|-|-|16|16|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_025701	chr8	3676477	3680921	+	2030.0	1	Trappc5|4021401A16Rik|TRS31|-|8 A1|8 1.92 cM|protein-coding	22.466	18.598	24.683	21.633	19.579	25.453	21.912	20.068	17.661	20.120	16.734
NM_007684	chr13	81783292	81797157	+	1006.0	1	Cetn3|MmCEN3|-|13 C3|13|protein-coding	13.974	19.870	14.549	15.173	18.832	14.864	15.672	18.624	27.038	25.906	15.288
NM_001113356	chr6	124570430	124581044	+	2153.0	1	C1rb|Gm8551|mC1rB|-|6 F2|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_177782	chr2	166566345	166713832	-	6488.0	1	Prex1|G630042G04|P-REX1|Setd6|RP23-183N8.1|2 H3|2|protein-coding	142.582	160.544	116.413	157.040	72.394	90.384	97.685	150.538	172.514	145.118	84.568
NM_001013779	chr1	173420604	173466036	+	2526.0	1	Aim2|Gm1313|Ifi210|-|1 H3|1|protein-coding	3.753	3.182	9.657	5.318	11.976	13.591	11.850	5.531	10.031	12.701	17.279
NM_001164156	chr15	99242817	99251961	-	1780.0	1	Mcrs1|C78274|ICP22BP|MSP58|P78|-|15 F1|15|protein-coding	6.130	8.289	6.704	7.301	4.679	4.220	4.664	6.767	8.066	6.715	5.887
NM_028443	chr5	125003475	125012547	+	1645.0	1	Fam101a|3110032G18Rik|cfm|cfm2|-|5|5 F|protein-coding	0.050	0.301	0.441	0.080	0.052	0.341	0.000	0.000	0.000	0.027	0.026
NR_027981	chr9	22206786	22213860	-	2300.0	1	1810064F22Rik|-|-|9 A3|9|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001030292	chr2	163853750	163858874	+	1029.0	1	Kcnk15|KCNK11|KCNK14|KT3.3|TASK5|RP23-161B3.2|2 H3|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001161365	chr12	102283641	102390854	+	3742.0	1	Rin3|6430500K07|C86933|-|12 E|12|protein-coding	29.617	24.705	38.955	30.686	36.673	26.678	32.516	21.544	17.794	19.645	30.599
NM_144541	chr5	31698050	32084739	+	1285.0	1	Bre|6030405P19Rik|AI429776|B830038C02Rik|-|5 B1|5|protein-coding	20.671	34.769	19.343	31.732	20.822	26.770	24.865	19.955	36.748	35.457	20.254
NM_145833	chr4	134003330	134018816	-	3474.0	1	Lin28a|AL024421|ENSMUSG00000070700|Gm10299|Lin-28|Lin28|Tex17|lin-28A|RP23-314D24.1|4 D3|4|protein-coding	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001100445	chrX	26287199	26310044	-	896.0	1	Gm2030|-|RP23-18I13.1|X A2|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028628	chr3	92849949	92851286	-	666.0	1	Lce1l|1110008K04Rik|AI415426|-|3 F1|3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_024479	chr5	134932373	134942637	+	2795.0	1	Wbscr27|AW492986|BC002286|-|5 G2|5|protein-coding	1.155	0.575	5.708	2.106	3.582	5.400	5.041	0.230	0.472	0.997	1.754
NM_001159696	chr2	172550991	172558621	+	2769.0	1	Tfap2c|AA409384|AP2gamma|Ap-2.2|Stra2|Tcfap2c|RP23-228E2.9|2|2 H3-H4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_053105	chr14	96105265	96519034	-	4035.0	1	Klhl1|mKIAA1490|-|14 E2.1|14|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146855	chr9	40126924	40128039	-	1113.0	1	Olfr985|MOR171-4|-|9 A5-B|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001290814	chr1	38175991	38627244	-	7227.0	1	Aff3|3222402O04Rik|A730046J16|LAF-4|Laf4|-|1 B|1 16.58 cM|protein-coding	0.560	0.473	6.240	3.506	17.346	5.508	6.060	0.793	0.209	1.181	14.587
NM_146476	chr2	89788406	89789350	-	943.0	1	Olfr1254|MOR231-13|RP23-270H4.3|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011882	chr1	153749426	153764221	+	4747.0	1	Rnasel|E230029I04Rik|-|1|1 G2|protein-coding	15.573	13.866	17.166	14.341	10.064	17.688	15.580	19.261	17.639	19.291	11.215
NM_019952	chr19	4214392	4222615	+	813.0	1	Clcf1|Bsf3|CLC|-|19 A|19|protein-coding	62.731	22.864	24.328	18.238	45.065	26.769	43.377	52.676	15.941	13.485	57.635
NM_008340	chr17	24878770	24882008	+	2107.0	1	Igfals|ALS|Albs|mKIAA4111|-|17 A2-A3|17 12.53 cM|protein-coding	0.000	0.039	0.031	0.000	0.143	0.000	0.000	0.000	0.018	0.000	0.180
NM_001242940	chr2	25291220	25298928	+	2888.0	1	Grin1os|E130003G02Rik|RP23-132N23.21|2|2|protein-coding	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001252469	chr17	35135714	35147322	+	3542.0	1	Bag6|2410045D21Rik|AA408914|BAG-6|Bat3|D17H6S52E|G3|Scythe|-|17 B1|17 18.59 cM|protein-coding	58.599	57.379	58.019	59.752	58.140	59.858	60.985	46.807	55.409	51.860	60.932
NM_146699	chr19	12883883	12884827	+	943.0	1	Olfr1445|MOR202-7|-|19 C1|19|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_017472	chr10	42502054	42535369	+	1371.0	1	Snx3|SDP3|-|10 B2|10 22.89 cM|protein-coding	103.103	105.400	78.000	114.068	98.647	102.003	93.639	89.454	113.065	120.117	82.654
NM_030554	chr18	69979131	70053369	-	6969.0	1	Rab27b|2310021G14Rik|B130064M09Rik|-|18 E2|18 43.89 cM|protein-coding	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.092	0.000	0.000	0.042
NM_027179	chr8	83571698	83594491	-	1115.0	1	Tecr|2410016D23Rik|A230102P12Rik|AI173355|D17Ertd178e|Gpsn2|SC2|-|8 C3|8 40.22 cM|protein-coding	81.328	74.854	67.999	88.316	83.754	68.882	76.269	71.248	76.629	80.275	73.476
NM_020034	chr13	21779832	21780625	-	791.0	1	Hist1h1b|H1.5|H1B|H1f5|H1s-3|RP23-138F20.13-001|13|13 A2-A3|protein-coding	0.052	1.719	0.083	0.055	0.000	0.266	0.000	0.000	1.423	0.114	0.053
NM_001081234	chr5	108312925	108348779	+	3642.0	1	Pigg|Gpi7|-|5 F|5|protein-coding	1.425	1.562	1.521	1.904	1.327	3.759	2.081	1.661	1.662	1.826	1.114
NM_183312	chr7	67730161	67759742	-	4507.0	1	Synm|4930412K21Rik|AI852401|Dmn|E130104F11|Syn|Synemin|-|7 C|7|protein-coding	0.009	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.028
NM_001105184	chr7	85615462	85624547	+	2561.0	1	Vmn2r71|EG233445|-|7 D3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_029882	chr12	109726822	109726896	+	74.0	1	Mir381|Mirn381|mmu-mir-381|-|12|12|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_027656	chr10	80826696	80829217	+	957.0	1	Oaz1-ps|ENSMUSG00000043801|Gm1823|Gm9786|Oaz-ps|-|17 A3.2|17|pseudo	35.272	48.107	36.030	53.499	29.852	34.919	33.945	33.339	56.641	55.216	37.174
NM_001081382	chr6	48024188	48048114	-	3103.0	1	Zfp777|2500002G23Rik|-|6 B2.3|6|protein-coding	16.449	7.837	18.421	12.312	20.068	13.846	17.685	12.766	7.778	8.920	21.255
NM_178751	chr5	136147461	136170656	-	3844.0	1	Orai2|A730041O15Rik|Tmem142b|-|5 G2|5|protein-coding	44.267	23.632	44.473	29.883	46.185	38.828	40.818	33.437	22.742	23.296	38.624
NM_009467	chr5	87124947	87140340	-	1885.0	1	Ugt2b5|AI118071|M-1|Udpgt-3|Udpgt2b5|Ugt2b17|-|5 E1|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_177846	chr2	121137292	121140698	-	3404.0	1	Lcmt2|D330024M17|Tyw4|RP23-232N20.2|2 E5|2|protein-coding	4.814	4.710	3.874	6.675	5.870	6.435	4.677	5.520	5.620	5.518	5.188
NM_172451	chr15	100689915	100729376	-	5680.0	1	Galnt6|4632410F13|AW047994|GalNAc-T6|-|15|15 F3|protein-coding	24.080	21.689	23.656	21.107	46.064	24.448	24.037	30.432	31.765	27.419	51.483
NM_025381	chr6	29467783	29470509	+	631.0	1	Atp6v1f|1110004G16Rik|-|6|6 A3|protein-coding	121.172	100.329	93.931	124.612	105.800	107.698	109.905	116.651	100.232	125.186	101.979
NM_001177581	chr1	162647243	162658219	-	735.0	1	7420461P10Rik|ENSMUSG00000073516|-|-|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.057
NM_172609	chr15	79670868	79672862	+	1018.0	1	Tomm22|2310047D01|Tom22|-|15 E1|15|protein-coding	35.205	49.151	21.631	36.414	33.235	29.447	25.775	30.762	59.689	54.026	20.960
NM_001205057	chr2	176798600	176808704	+	1305.0	1	Gm14295|OTTMUSG00000016219|RP23-232H13.2|2 H4|2|protein-coding	0.219	0.158	0.253	0.033	0.132	0.108	0.117	0.328	0.357	0.241	0.097
NM_013528	chr6	87042846	87092207	+	6227.0	1	Gfpt1|2810423A18Rik|AI324119|AI449986|GFA|GFAT|GFAT1|GFAT1m|Gfpt|-|6 D1|6 37.81 cM|protein-coding	15.396	15.601	13.351	12.949	11.955	15.840	15.137	15.766	15.117	15.363	13.462
NM_008446	chrX	100626065	100727271	+	4680.0	1	Kif4|AI323435|D330050K22Rik|Kns4|RP23-213F21.3|X C3|X 43.72 cM|protein-coding	0.637	18.803	0.056	11.238	0.157	0.030	0.195	0.126	18.845	11.982	0.081
NR_106043	chr8	107096025	107096106	-	81.0	1	Mir7075|mmu-mir-7075|-|-|ncRNA	3.532	3.562	6.512	3.769	5.328	0.000	0.000	3.304	2.874	0.555	1.043
NM_146338	chr8	72107040	72110509	+	1077.0	1	Olfr374|MOR130-1|-|8 B3.3|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011585	chr6	86404219	86433405	+	4462.0	1	Tia1|2310050N03Rik|AI256674|TIA-1|mTIA-1|-|6|6 D2|protein-coding	14.361	12.932	12.353	11.171	14.120	11.549	12.256	23.935	20.062	21.419	18.834
NR_046195	chr5	107630250	107633850	-	534.0	1	A930041C12Rik|-|-|5|5|ncRNA	0.077	0.232	0.741	0.408	0.404	1.315	0.784	0.601	1.308	1.010	0.554
NM_146434	chr2	85438209	85439156	-	946.0	1	Olfr995|MOR203-3|RP23-429P18.3|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_040725	chr9	41376561	41432079	+	723.0	1	3110039I08Rik|-|-|9|9|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_002853	chr17	12741311	12815557	+	1174.0	1	Airn|2810051F02Rik|2810434M15Rik|AI256653|AI597500|AW049873|Air|B930018I07Rik|D17Ertd663e|IGF2RAS|-|17 A1|17 8.66 cM|ncRNA	2.123	3.195	3.594	2.229	2.830	4.664	3.406	2.371	2.181	1.990	2.735
NM_001081056	chr10	121587380	121626316	-	5962.0	1	Xpot|1110004L07Rik|3110065H13Rik|AI452076|C79645|EXPORTIN-T|-|10|10 D3|protein-coding	6.457	4.839	5.529	5.369	6.833	6.841	6.490	4.687	5.434	5.765	6.818
NM_026662	chrX	167346333	167382699	-	3629.0	1	Prps2|2610101M19Rik|AA589463|AI464149|Prps-2|RP23-139P21.4|X F2-F3|X 78.32 cM|protein-coding	23.287	22.101	29.340	22.544	55.771	32.906	34.232	23.071	22.667	25.865	48.946
NM_053222	chr6	90178716	90179645	+	928.0	1	Vmn1r52|V1ra7|VN3|-|6 D1|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_029732	chrX	151912346	151912428	+	82.0	1	Mirlet7f-2|Mirlet7f2|Mirnlet7f2|-|X|X|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001287180	chr15	80255184	80257545	+	1440.0	1	Atf4|Atf-4|C/ATF|CREB2|TAXREB67|-|15 E1|15 37.85 cM|protein-coding	133.381	150.495	125.861	199.185	159.071	137.239	133.107	139.481	188.457	173.336	164.399
NM_199146	chr7	104470014	104507849	-	3748.0	1	Trim30d|AI451617|TRIM30-3|Trim79|-|7 E3|7|protein-coding	2.301	1.748	4.292	1.559	5.227	5.919	5.172	2.442	3.334	3.225	5.186
NR_035472	chr18	35554567	35554636	+	69.0	1	Mir1949|mmu-mir-1949|-|18|18 19.14 cM|ncRNA	2.369	0.000	0.955	4.424	5.629	1.017	0.552	3.103	1.125	1.302	0.000
NR_105935	chr17	28558441	28558501	-	60.0	1	Mir6969|mmu-mir-6969|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
